0.30553,0.057863,0.018317,0.05555,0.29331,0.056036,0.018243,0.05608,0.29356,0.056099,0.018282,0.056101,0.29357,0.056101,0.018283,0.056101,0.29357,0.056099,0.018278,0.056086,0.29355,0.056124,0.018456,0.056641,0.29452,0.056433,0.017414,0.052851,0.28782,0.05164,0.011939,0.041191,0.26525,0.040219,0.0066677,0.038339,0.26148,0.038135,0.0056907,0.038175,0.26159,0.038159,0.0056246,0.038005,0.26127,0.037988,0.0055099,0.037874,0.26103,0.037861,0.0054239,0.037777,0.26086,0.037766,0.0053503,0.037681,0.26068,0.03767,0.0052775,0.037588,0.26051,0.037578,0.0052138,0.037515,0.26037,0.037506,0.0051596,0.037447,0.26025,0.03742,0.0051217,0.037648,0.26163,0.037968,0.0055255,0.036705,0.25398,0.037731,0.0032798,0.016045,0.14551,0.016625,0.00048489,0.012932,0.12592,0.013002,0,0.012949,0.1257,0.012971,0,0.012645,0.12399,0.01263,0,0.012336,0.12221,0.012374,0.0002125,0.02306,0.16321
0.052897,0.014472,0.0065878,0.013953,0.047933,0.013959,0.0069905,0.014051,0.048095,0.014056,0.007017,0.014059,0.0481,0.014059,0.0070177,0.014059,0.0481,0.014058,0.0070155,0.014055,0.0481,0.014092,0.0071166,0.014227,0.048333,0.013981,0.0064522,0.013002,0.046131,0.011796,0.003349,0.0087888,0.039734,0.0075901,0.00035064,0.0070226,0.03856,0.0068126,0,0.0068213,0.038554,0.0068061,0,0.00676,0.038464,0.0067351,0,0.0067011,0.038397,0.006682,0,0.0066573,0.038348,0.0066412,0,0.0066162,0.038298,0.0066003,0,0.0065756,0.038249,0.0065617,0,0.0065428,0.038212,0.0065308,0,0.0065091,0.038169,0.0064838,0,0.0064789,0.038419,0.0067765,0.00033229,0.0080821,0.03882,0.007737,0,0.0024606,0.016987,0.0015053,0,3.9941e-05,0.012262,0,0,0,0.01228,0,0,0,0.011938,0,0,0,0.01155,0.00026597,0,0.0034192,0.032924
0.039704,0.0031201,0,0.0022349,0.033878,0.0019824,0,0.0020364,0.033934,0.0020341,0,0.0020356,0.033936,0.0020351,0,0.0020353,0.033936,0.0020354,0,0.002034,0.033931,0.0020187,0,0.0019921,0.033922,0.0021102,0,0.0025344,0.034564,0.0030876,0,0.0044303,0.03618,0.0050486,0,0.0053966,0.036657,0.0055072,0,0.00552,0.036698,0.0055284,0,0.005551,0.036723,0.0055645,0,0.0055824,0.036745,0.005593,0,0.0056062,0.036761,0.0056149,0,0.0056281,0.036777,0.0056365,0,0.0056497,0.036792,0.0056569,0,0.005667,0.036804,0.0056738,0,0.0056812,0.036817,0.0057341,0,0.006056,0.037743,0.0054707,0,0.0021815,0.027637,0.0010595,0,0,0.0099916,0,0,0,0.011133,0,0,0,0.010717,0,0,0,0.010437,0,0,0,0.010079,0,0,0,0.025951
0.26793,0.038672,0.0040215,0.034741,0.25283,0.035046,0.003766,0.035048,0.25297,0.035057,0.0037813,0.035058,0.25297,0.035058,0.0037816,0.035058,0.25297,0.035058,0.0037815,0.035057,0.25297,0.035048,0.0037649,0.035045,0.25298,0.035127,0.0039507,0.035285,0.25331,0.035655,0.0047649,0.036103,0.25407,0.036475,0.0055515,0.036604,0.25435,0.036674,0.0057048,0.036683,0.25438,0.036689,0.0057187,0.036696,0.25439,0.036704,0.0057362,0.03671,0.2544,0.036717,0.0057498,0.036721,0.25441,0.036727,0.0057612,0.036731,0.25442,0.036736,0.0057723,0.036741,0.25443,0.036745,0.0057823,0.036749,0.25443,0.036752,0.0057901,0.036755,0.25443,0.036762,0.0059486,0.037623,0.25874,0.037505,0.0042553,0.02837,0.21584,0.028651,0,0.010818,0.12215,0.0108,0,0.01101,0.12243,0.011172,0,0.010759,0.12044,0.010769,0,0.010477,0.11899,0.010461,0,0.010144,0.11717,0.01009,0,0.017449,0.15017
0.26971,0.041179,0.0072862,0.037443,0.25507,0.037818,0.0072145,0.037834,0.25524,0.037846,0.0072361,0.037847,0.25524,0.037847,0.0072364,0.037847,0.25524,0.037847,0.0072367,0.037848,0.25525,0.03785,0.0072428,0.037849,0.25524,0.037818,0.0071609,0.037753,0.25513,0.037619,0.0068122,0.037457,0.25491,0.037323,0.0064776,0.037269,0.25481,0.037243,0.0064095,0.037238,0.2548,0.037235,0.0064027,0.037232,0.2548,0.03723,0.0063955,0.037227,0.25479,0.037225,0.0063902,0.037223,0.25479,0.037221,0.006385,0.03722,0.25479,0.037218,0.00638,0.037216,0.25478,0.037214,0.0063758,0.037213,0.25478,0.037211,0.0063707,0.037207,0.25476,0.037199,0.0065011,0.038085,0.25925,0.038566,0.0062307,0.030659,0.21812,0.031153,0.0019875,0.012507,0.12336,0.011872,0,0.011596,0.12276,0.011555,0,0.011142,0.12072,0.011158,0,0.010862,0.11927,0.010852,0,0.010576,0.11761,0.010789,0,0.018642,0.15153
0.042938,0.0071061,6.3738e-05,0.0067403,0.037349,0.0066,0,0.0066708,0.037455,0.0066718,0,0.0066736,0.037458,0.0066735,0,0.0066738,0.037458,0.0066736,0,0.0066739,0.037459,0.0066747,0,0.0066735,0.037454,0.0066573,0,0.0066368,0.037411,0.0065701,0,0.0065232,0.037328,0.0064585,0,0.0064402,0.037288,0.0064267,0,0.0064245,0.037282,0.0064229,0,0.0064221,0.03728,0.0064205,0,0.00642,0.037279,0.0064188,0,0.0064183,0.037278,0.0064173,0,0.0064169,0.037277,0.006416,0,0.0064155,0.037276,0.0064147,0,0.0064141,0.037274,0.0064131,0,0.0064085,0.037269,0.0064347,0,0.0067054,0.038276,0.00685,0.00010257,0.0065914,0.031932,0.005755,0,0.00040058,0.01185,0,0,0,0.011501,0,0,0,0.011091,0,0,0,0.0108,0,0,0,0.010532,0,0,0.00071011,0.028411
0.041554,0.0059848,0,0.0056121,0.035889,0.0054515,0,0.0055181,0.035983,0.0055181,0,0.00552,0.035986,0.0055195,0,0.0055198,0.035986,0.0055195,0,0.0055195,0.035986,0.0055192,0,0.0055204,0.03599,0.0055275,0,0.0055397,0.036009,0.0055669,0,0.005592,0.036043,0.0056182,0,0.0056293,0.036062,0.0056351,0,0.0056368,0.036066,0.0056374,0,0.0056377,0.036066,0.0056386,0,0.0056387,0.036067,0.0056396,0,0.0056397,0.036067,0.0056402,0,0.0056405,0.036068,0.0056408,0,0.0056412,0.036068,0.0056415,0,0.0056418,0.036069,0.0056428,0,0.0056375,0.036061,0.00566,0,0.005961,0.037091,0.005174,0,0.00053046,0.020828,0,0,0,0.010434,0,0,0,0.011297,0,0,0,0.010916,0,0,0,0.010655,0,0,0,0.010352,0,0,0.00028027,0.027724
0.26559,0.039572,0.005774,0.035738,0.25073,0.036089,0.0056613,0.0361,0.25089,0.03611,0.0056803,0.036111,0.25089,0.036111,0.0056808,0.036111,0.25089,0.036111,0.0056808,0.036111,0.25089,0.036111,0.0056808,0.036111,0.25089,0.036115,0.0056879,0.03612,0.2509,0.036132,0.0057119,0.036141,0.25092,0.036154,0.0057347,0.036158,0.25093,0.036161,0.0057408,0.036162,0.25093,0.036162,0.0057415,0.036162,0.25093,0.036162,0.0057423,0.036163,0.25093,0.036163,0.0057428,0.036163,0.25093,0.036163,0.0057432,0.036163,0.25093,0.036164,0.0057434,0.036164,0.25094,0.036164,0.0057441,0.036164,0.25094,0.036165,0.0057452,0.036162,0.25091,0.036133,0.0058439,0.037117,0.25617,0.037112,0.0032867,0.021584,0.18126,0.022091,0,0.01062,0.11942,0.010698,0,0.011283,0.12224,0.011329,0,0.010921,0.12021,0.010937,0,0.010665,0.11886,0.010653,0,0.010351,0.11712,0.010463,0,0.018045,0.15041
0.26588,0.039936,0.0062151,0.036126,0.25108,0.036483,0.0061175,0.036495,0.25124,0.036506,0.0061371,0.036507,0.25124,0.036506,0.0061374,0.036507,0.25124,0.036506,0.0061374,0.036506,0.25124,0.036506,0.0061373,0.036506,0.25124,0.036505,0.0061345,0.036503,0.25124,0.036498,0.0061249,0.036495,0.25123,0.03649,0.0061158,0.036489,0.25123,0.036488,0.0061131,0.036487,0.25123,0.036487,0.0061126,0.036487,0.25122,0.036487,0.0061127,0.036487,0.25122,0.036487,0.0061129,0.036487,0.25122,0.036487,0.0061125,0.036487,0.25122,0.036487,0.0061119,0.036487,0.25122,0.036486,0.0061115,0.036486,0.25122,0.036482,0.0061033,0.036479,0.25122,0.036542,0.0064298,0.037766,0.25696,0.038373,0.0053223,0.023855,0.18345,0.024237,0.00091565,0.011486,0.11985,0.010935,0,0.011385,0.12231,0.011391,0,0.010972,0.12025,0.010983,0,0.010709,0.1189,0.010697,0,0.010402,0.11718,0.010552,0,0.018206,0.15063
0.042132,0.0066263,0,0.0062945,0.036483,0.0061426,0,0.0062106,0.036583,0.0062113,0,0.0062129,0.036586,0.0062128,0,0.0062131,0.036586,0.0062128,0,0.0062128,0.036586,0.0062128,0,0.0062127,0.036585,0.0062121,0,0.0062113,0.036584,0.0062096,0,0.0062083,0.036582,0.0062065,0,0.0062057,0.03658,0.0062052,0,0.0062051,0.03658,0.0062049,0,0.0062049,0.03658,0.0062049,0,0.0062049,0.03658,0.0062048,0,0.0062048,0.03658,0.0062049,0,0.006205,0.03658,0.006205,0,0.0062049,0.03658,0.0062048,0,0.0062035,0.036577,0.0061967,0,0.0061737,0.036569,0.0063036,0,0.0070859,0.03833,0.0070523,0,0.0049367,0.02515,0.0039359,0,0,0.010908,0,0,0,0.011397,0,0,0,0.010983,0,0,0,0.010715,0,0,0,0.010431,0,0,0.00054561,0.028132
