# iteration relative_error 
  0,1 
  1,0.340576 
  2,0.246948 
  3,0.19812 
  4,0.165771 
  5,0.143555 
  6,0.125854 
  7,0.11261 
  8,0.101379 
  9,0.0924683 
  10,0.0847168 
  11,0.078064 
  12,0.0726318 
  13,0.067688 
  14,0.0633545 
  15,0.0595398 
  16,0.0562439 
  17,0.0531616 
  18,0.0505981 
  19,0.0482178 
  20,0.0458984 
  21,0.0437622 
  22,0.0419617 
  23,0.0402222 
  24,0.0386963 
  25,0.0370789 
  26,0.0357971 
  27,0.0345154 
  28,0.0333862 
  29,0.0322266 
  30,0.0313416 
  31,0.0302429 
  32,0.0294342 
  33,0.0283966 
  34,0.0276337 
  35,0.0268707 
  36,0.0261993 
  37,0.0256805 
  38,0.0249176 
  39,0.0242615 
  40,0.0236511 
  41,0.0231628 
  42,0.0226746 
  43,0.0220642 
  44,0.0215149 
  45,0.0211029 
  46,0.0206451 
  47,0.0203247 
  48,0.0198822 
  49,0.0194397 
  50,0.0189514 
  51,0.0186462 
  52,0.01828 
  53,0.0179901 
  54,0.0177765 
  55,0.0173798 
  56,0.0170441 
  57,0.0168152 
  58,0.0165405 
  59,0.0162659 
  60,0.016037 
  61,0.0157928 
  62,0.0154266 
  63,0.0152283 
  64,0.014946 
  65,0.0148087 
  66,0.0145187 
  67,0.0142365 
  68,0.0140686 
  69,0.0138855 
  70,0.0137024 
  71,0.0135117 
  72,0.0133438 
  73,0.0132751 
  74,0.0130234 
  75,0.0128098 
  76,0.0126114 
  77,0.0125351 
  78,0.0123596 
  79,0.0121307 
  80,0.0120621 
  81,0.0118713 
  82,0.0117798 
  83,0.0115051 
  84,0.0114594 
  85,0.0113602 
  86,0.0112228 
  87,0.0112 
  88,0.0108719 
  89,0.0107956 
  90,0.0107117 
  91,0.0105667 
  92,0.0105057 
  93,0.0103836 
  94,0.0102844 
  95,0.0101852 
  96,0.0100403 
  97,0.00992584 
  98,0.00978088 
  99,0.0096817 
  100,0.00968933 
  101,0.00956726 
  102,0.00953674 
  103,0.00927734 
  104,0.00927734 
  105,0.00918579 
  106,0.00910187 
  107,0.00907135 
  108,0.00886536 
  109,0.00881958 
  110,0.00868988 
  111,0.00868225 
  112,0.00858307 
  113,0.00858307 
  114,0.00842285 
  115,0.0083847 
  116,0.00835419 
  117,0.00823212 
  118,0.00818634 
  119,0.0080719 
  120,0.00809479 
  121,0.00801849 
  122,0.00801849 
  123,0.00783539 
  124,0.00782013 
  125,0.00775146 
  126,0.00766373 
  127,0.00761032 
  128,0.00748444 
  129,0.00749588 
  130,0.00745392 
  131,0.0074501 
  132,0.00732422 
  133,0.00730515 
  134,0.00729752 
  135,0.007267 
  136,0.00720596 
  137,0.00705338 
  138,0.00699234 
  139,0.0069809 
  140,0.00693893 
  141,0.00693893 
  142,0.00675964 
  143,0.00679016 
  144,0.00672913 
  145,0.00669861 
  146,0.00663376 
  147,0.0066452 
  148,0.0065155 
  149,0.0066185 
  150,0.00649643 
  151,0.00638199 
  152,0.00638199 
  153,0.00641632 
  154,0.00630188 
  155,0.00624847 
  156,0.00622177 
  157,0.00621414 
  158,0.00622559 
  159,0.00612259 
  160,0.00598526 
  161,0.00600433 
  162,0.00593567 
  163,0.00598145 
  164,0.00596619 
  165,0.00593567 
  166,0.005867 
  167,0.00576782 
  168,0.00579453 
  169,0.00573349 
  170,0.00567245 
  171,0.0056839 
  172,0.00571442 
  173,0.00563812 
  174,0.00564957 
  175,0.00555801 
  176,0.00548935 
  177,0.00554276 
  178,0.00549316 
  179,0.00548553 
  180,0.00539398 
  181,0.00538635 
  182,0.00531387 
  183,0.00534439 
  184,0.00536346 
  185,0.00524139 
  186,0.00524902 
  187,0.00526428 
  188,0.00535583 
  189,0.00515366 
  190,0.00507736 
  191,0.00510788 
  192,0.00503922 
  193,0.00502396 
  194,0.0050354 
  195,0.00506973 
  196,0.00501633 
  197,0.00499344 
  198,0.00485611 
  199,0.00496292 
  200,0.00486374 
  201,0.004776 
  202,0.00483322 
  203,0.00479889 
  204,0.00483704 
  205,0.00481033 
  206,0.00485992 
  207,0.00468063 
  208,0.00478363 
  209,0.00471878 
  210,0.0047493 
  211,0.0046463 
  212,0.00457382 
  213,0.00456238 
  214,0.00455093 
  215,0.00457382 
  216,0.00447845 
  217,0.00458908 
  218,0.00450134 
  219,0.00444031 
  220,0.00442505 
  221,0.00442886 
  222,0.00448608 
  223,0.00440216 
  224,0.00448227 
  225,0.00436401 
  226,0.00434494 
  227,0.0043602 
  228,0.00430298 
  229,0.00432587 
  230,0.00427628 
  231,0.00429535 
  232,0.00416565 
  233,0.00420761 
  234,0.00422668 
  235,0.00418472 
  236,0.00423813 
  237,0.00411224 
  238,0.00408173 
  239,0.00418472 
  240,0.00408173 
  241,0.00406647 
  242,0.00401688 
  243,0.00401688 
  244,0.00402069 
  245,0.00400925 
  246,0.0039978 
  247,0.00390053 
  248,0.00391006 
  249,0.00385094 
  250,0.00397873 
  251,0.00389099 
  252,0.00391388 
  253,0.00389671 
  254,0.00394821 
  255,0.00390625 
  256,0.00390053 
  257,0.0038166 
  258,0.00385475 
  259,0.00381279 
  260,0.00379181 
  261,0.00377274 
  262,0.00373268 
  263,0.00374794 
  264,0.00363922 
  265,0.00368118 
  266,0.00362778 
  267,0.00371361 
  268,0.00370789 
  269,0.0036869 
  270,0.00368881 
  271,0.00358582 
  272,0.00372124 
  273,0.00362015 
  274,0.00363159 
  275,0.00355911 
  276,0.00358963 
  277,0.00354195 
  278,0.00353241 
  279,0.00352097 
  280,0.00349998 
  281,0.00350189 
  282,0.00349426 
  283,0.00346184 
  284,0.00348663 
  285,0.00349998 
  286,0.00338745 
  287,0.00343323 
  288,0.00338936 
  289,0.00346565 
  290,0.00336456 
  291,0.00333786 
  292,0.00329781 
  293,0.00339127 
  294,0.00332069 
  295,0.00336266 
  296,0.00343513 
  297,0.00333405 
  298,0.00335884 
  299,0.00341034 
  300,0.00333977 
  301,0.00332642 
  302,0.00330162 
  303,0.00322533 
  304,0.00332451 
  305,0.00331688 
  306,0.00322723 
  307,0.00329971 
  308,0.00323296 
  309,0.00325584 
  310,0.00322151 
  311,0.00303459 
  312,0.00320244 
  313,0.00316811 
  314,0.00318909 
  315,0.00313759 
  316,0.00310135 
  317,0.00312805 
  318,0.00318146 
  319,0.00312424 
  320,0.00304413 
  321,0.0030365 
  322,0.0030899 
  323,0.00291634 
  324,0.00304794 
  325,0.00302696 
  326,0.00311089 
  327,0.00304794 
  328,0.003088 
  329,0.00302505 
  330,0.00305939 
  331,0.0029583 
  332,0.00302124 
  333,0.00295258 
  334,0.00301552 
  335,0.00294685 
  336,0.00295258 
  337,0.00302124 
  338,0.00294685 
  339,0.00291443 
  340,0.00285912 
  341,0.00290489 
  342,0.00284195 
  343,0.00291061 
  344,0.00294304 
  345,0.00294495 
  346,0.00290871 
  347,0.00286484 
  348,0.00288391 
  349,0.00285339 
  350,0.00291252 
  351,0.00285912 
  352,0.00279617 
  353,0.00275993 
  354,0.00279045 
  355,0.00276375 
  356,0.00276566 
  357,0.00278091 
  358,0.00286865 
  359,0.00281334 
  360,0.00281906 
  361,0.00282097 
  362,0.00281143 
  363,0.00271988 
  364,0.00284958 
  365,0.00279045 
  366,0.00270271 
  367,0.00269508 
  368,0.00273705 
  369,0.00266838 
  370,0.00270653 
  371,0.00266457 
  372,0.00272179 
  373,0.00267029 
  374,0.00254822 
  375,0.0025959 
  376,0.0026741 
  377,0.00266838 
  378,0.00267601 
  379,0.00261879 
  380,0.00260353 
  381,0.00256348 
  382,0.00261497 
  383,0.00263977 
  384,0.00256348 
  385,0.002491 
  386,0.0026207 
  387,0.00257874 
  388,0.0025425 
  389,0.00253677 
  390,0.00263405 
  391,0.00247574 
  392,0.00249672 
  393,0.00252914 
  394,0.0025444 
  395,0.00239944 
  396,0.00251961 
  397,0.00252342 
  398,0.00248528 
  399,0.00252151 
  400,0.00256348 
  401,0.00257874 
  402,0.00257874 
  403,0.00253677 
  404,0.00255394 
  405,0.0024929 
  406,0.00240326 
  407,0.00245667 
  408,0.00238991 
  409,0.00244141 
  410,0.00243568 
  411,0.00249481 
  412,0.0024147 
  413,0.00248718 
  414,0.00231361 
  415,0.00247765 
  416,0.00242043 
  417,0.00246429 
  418,0.00243568 
  419,0.00243187 
  420,0.00237274 
  421,0.00232887 
