# optimizing x_k vector 
-0.0183487,-0.00801563,-0.000605583,-0.0116587,-0.00497818,-0.000106812,-0.0194435,-0.0145712,-0.00254726,-0.00344658,-0.0193996,-0.0112667,-0.0187492,0,-0.00121117,-0.00933456,-0.0199251,-0.0156231,-0.0132179,-0.00878239,-0.0118637,-0.0194969,-0.000355721,-0.000267029,-0.00798893,-0.00993061,-0.00822067,-0.00619888,-0.00654602,-0.0122375,-0.0048275,-0.00484467,-0.000204086,-0.00543308,-0.0165043,-0.00519276,-0.00553989,-0.0158987,-0.0197735,-0.00809574,-0.0193548,-0.0191231,-0.0193634,-0.0180454,-0.0191317,-0.000525475,-0.00732994,-0.0189981,-0.0161572,-0.000498772,-0.0077219,-0.00797176,-0.0199957,-0.00808716,-0.00824738,-0.00792694,-0.0180187,-0.0164776,-0.0141354,-0.00451565,-0.00866604,-0.0189629,-0.00936127,-0.00887966,-0.00434589,-0.00581551,-0.0140724,-0.00989532,-0.00165653,-0.0137968,-0.017992,-0.000961304,-0.0128708,-0.0173063,-0.0190163,-0.0119438,-0.0178404,-0.00629711,-0.0108929,-0.0139484,-0.00679588,-0.0186157,-0.00187016,-0.00673294,-0.00665283,-0.0101185,-0.0146694,-0.00462246,-0.00653744,-0.00875568,-0.00914764,-0.015213,-0.0076685,-0.0185175,-0.00403404,-0.0120239,-0.00427532,-0.018117,-0.00187016,-0.00594044,-0.0118637,-0.0198622,-0.00690269,-0.00467587,-0.017128,-0.00586891,-0.0166206,-0.0149097,-0.012167,-0.00746346,-0.00880909,-0.0189629,-0.00603008,-0.0106792,-0.00564671,-0.0126925,-0.000739098,-0.000257492,-0.0173235,-0.00728512,-0.00902271,-0.00641251,-0.00244045,-0.0166912,-0.00487137,-0.00648403,-0.00866604,-0.00915623
-0.0150528,-0.0139294,0.00351048,-0.0130653,0.0048914,0.00280666,-0.0274057,-0.0174122,-0.00452423,0.00182724,-0.0246725,-0.00794411,-0.0259104,0.00217342,0.00491714,-0.00867462,-0.0240402,-0.0242443,-0.0170565,-0.00781059,-0.0103931,-0.0266666,0.00734043,0.0115442,-0.00354385,-0.0120764,-0.00691986,-0.00264454,-0.00378418,-0.0170116,-0.00298309,-0.00305367,0.00736713,-0.00637722,-0.0232821,-0.0043726,-0.00217247,-0.0271215,-0.0217686,-0.0110703,-0.0293837,-0.0291605,-0.027379,-0.0196753,-0.0289736,0.00481892,-0.0106611,-0.0251789,-0.0177507,0.00890732,-0.00741863,-0.00647449,-0.0232105,-0.0101528,-0.00464821,-0.004426,-0.0252867,-0.0234518,-0.0186329,-0.00102329,-0.00641251,-0.022089,-0.00821209,-0.00424767,-0.00599289,-0.00708866,-0.0172338,-0.00918198,0.00240517,-0.0167894,-0.0298824,0.00308323,-0.0133333,-0.0231218,-0.0238705,-0.0112934,-0.027112,-0.0113201,-0.0122547,-0.0188913,-0.00575352,-0.0324306,0.00506878,-0.0080595,-0.00118351,-0.0151415,-0.0227833,-0.00264454,-0.00768566,-0.0101089,-0.00860405,-0.0224543,-0.00468445,-0.0243158,-0.00831795,-0.0178394,-6.19888e-05,-0.028039,0.00125694,0.000891685,-0.0180092,-0.0303545,-0.0055933,-0.00260925,-0.0257053,-0.00806808,-0.0253582,-0.014081,-0.0124607,-0.0142145,-0.0102606,-0.0238171,-0.00893307,-0.012104,0.000259399,-0.0187225,0.000348091,0.00507832,-0.0210733,-0.00527191,-0.00594044,-0.00561905,0.00217438,-0.0234156,-0.00569916,-0.0051918,-0.00675964,-0.00558376
-0.0111332,-0.0184002,0.0074749,-0.0132694,0.0142803,0.00632572,-0.0342369,-0.0184717,-0.0063858,0.00662899,-0.0289297,-0.00434494,-0.0324297,0.00352764,0.00990582,-0.00724888,-0.0271568,-0.0314674,-0.0225878,-0.00482655,-0.00840664,-0.0315475,0.0140209,0.0217972,0.000135422,-0.0137148,-0.00481701,0.00107002,0.000349045,-0.0204496,-0.000871658,-0.000595093,0.0149117,-0.00639439,-0.0284481,-0.0030899,0.00130177,-0.0370169,-0.0231752,-0.0139647,-0.0378895,-0.0381117,-0.0355463,-0.0198526,-0.0375328,0.0110807,-0.0144548,-0.0325804,-0.0184002,0.0189819,-0.00654507,-0.00478172,-0.027236,-0.0105972,-0.000595093,0.000125885,-0.033597,-0.0290098,-0.021287,0.00189018,-0.00298309,-0.0233002,-0.00671482,0.000125885,-0.007061,-0.00928783,-0.020752,-0.00736427,0.00485516,-0.0180359,-0.0396528,0.00552464,-0.013751,-0.0299444,-0.0269604,-0.00937748,-0.0339518,-0.0159779,-0.0135899,-0.0227566,-0.00500488,-0.0443573,0.0131922,-0.00843334,0.00386715,-0.0181341,-0.0292854,-0.00119209,-0.0109634,-0.0102777,-0.0077219,-0.0297756,-0.00232315,-0.0282431,-0.0122633,-0.023406,0.00432968,-0.037302,0.00413418,0.00813389,-0.0238514,-0.0380316,-0.00386524,-0.000907898,-0.0331249,-0.0106239,-0.0327244,-0.0114088,-0.0126114,-0.0205469,-0.0105095,-0.0264082,-0.0107946,-0.0122814,0.00626373,-0.0245113,-0.000666618,0.0109043,-0.0233707,-0.00389957,-0.00287628,-0.00357914,0.00604057,-0.0293827,-0.00732899,-0.00351715,-0.00601101,-0.00267029
-0.00728512,-0.0219717,0.0113678,-0.0127077,0.0232058,0.0101032,-0.0405159,-0.018899,-0.00811291,0.0108604,-0.0328484,-0.000817299,-0.0385752,0.0045166,0.0139675,-0.0056181,-0.0298195,-0.0381031,-0.0289555,-0.000888824,-0.00614357,-0.0353861,0.0201674,0.0309095,0.00315571,-0.0150862,-0.00230503,0.0047226,0.00510597,-0.0231571,0.00140858,0.0025053,0.0220909,-0.00615311,-0.0328922,-0.00158405,0.00475788,-0.0460033,-0.0245371,-0.0167522,-0.0453091,-0.0465193,-0.0441942,-0.019496,-0.0454865,0.0176373,-0.0187569,-0.0408993,-0.0188446,0.0293055,-0.00562668,-0.00329399,-0.03193,-0.0101519,0.00351143,0.00539017,-0.0425568,-0.0339079,-0.0229969,0.00414371,0.000945091,-0.0239229,-0.00484371,0.00428581,-0.00769329,-0.0120487,-0.0245991,-0.00494957,0.00635242,-0.018383,-0.0483284,0.00691509,-0.0143471,-0.0374975,-0.0292759,-0.00676727,-0.0395451,-0.0204134,-0.01513,-0.0261049,-0.00448799,-0.0551968,0.0218592,-0.00810337,0.00865936,-0.0200758,-0.034852,1.04904e-05,-0.0155506,-0.0101347,-0.00698185,-0.037159,-0.000487328,-0.0313425,-0.0159683,-0.0288124,0.00859642,-0.0460482,0.00688744,0.0153227,-0.0297384,-0.0441771,-0.00198555,0.000589371,-0.0397778,-0.0134029,-0.0391464,-0.00797939,-0.0130835,-0.0265236,-0.0103397,-0.0279312,-0.0122013,-0.0117817,0.0121069,-0.0300779,-0.00295544,0.0170507,-0.0248756,-0.00285721,1.90735e-05,-0.000799179,0.00930977,-0.0349493,-0.00944805,-0.00175285,-0.00599289,-0.000228882
-0.00370407,-0.0250616,0.0152607,-0.0115585,0.0318279,0.0139074,-0.0463762,-0.0190945,-0.00975132,0.0146646,-0.0367584,0.00244331,-0.0444708,0.00538063,0.0173168,-0.00374699,-0.0321436,-0.0445871,-0.0357065,0.00360966,-0.00377369,-0.0386276,0.0261354,0.0393982,0.00585461,-0.0163774,0.000492096,0.00838375,0.0102282,-0.0253124,0.00396538,0.00609493,0.0289049,-0.00585842,-0.0368195,-6.00815e-05,0.0080986,-0.054287,-0.0259352,-0.0196199,-0.051918,-0.054615,-0.0534124,-0.0188274,-0.0532532,0.0243626,-0.0232544,-0.0497971,-0.0191917,0.039897,-0.00471783,-0.00204659,-0.0368195,-0.00932312,0.00767136,0.0109844,-0.0518284,-0.0384588,-0.0241365,0.00580978,0.00516796,-0.0242968,-0.00275898,0.00829411,-0.00807571,-0.014925,-0.0286245,-0.00231266,0.00738621,-0.01824,-0.056344,0.00772572,-0.0150681,-0.0454426,-0.0311279,-0.00377369,-0.0444794,-0.0247593,-0.01684,-0.0291681,-0.00425625,-0.065217,0.0307665,-0.00730133,0.0133982,-0.0214291,-0.0398846,0.00107956,-0.0209036,-0.00980473,-0.00639343,-0.0444622,0.00103664,-0.0340767,-0.0194597,-0.0342093,0.0127926,-0.0543852,0.00954247,0.0225649,-0.0356436,-0.0492449,-8.7738e-05,0.00204182,-0.0459146,-0.0163507,-0.0450068,-0.00425529,-0.013938,-0.0322418,-0.00999165,-0.0287943,-0.0131359,-0.0109348,0.017746,-0.0353594,-0.00617027,0.0233307,-0.0259886,-0.00183201,0.00272751,0.00235462,0.0122404,-0.0403728,-0.0118704,6.48499e-05,-0.00655365,0.00186443
-0.000274658,-0.0277424,0.0190382,-0.0100708,0.0402279,0.0177917,-0.0519428,-0.0191746,-0.0113897,0.0181475,-0.0406952,0.00556087,-0.0501528,0.00623608,0.0202837,-0.00182247,-0.034174,-0.0509109,-0.0425196,0.00837517,-0.00121689,-0.0415936,0.0320415,0.0474596,0.00825977,-0.0174637,0.00347614,0.0120897,0.0156708,-0.0272007,0.00678062,0.010148,0.03547,-0.00553703,-0.0404444,0.00136566,0.0113678,-0.0621252,-0.0274315,-0.0225229,-0.0579567,-0.0624437,-0.063014,-0.0178738,-0.0608416,0.0311499,-0.0278416,-0.0591221,-0.0195026,0.0505857,-0.00370216,-0.000941277,-0.0418692,-0.00817394,0.011858,0.0167389,-0.0612869,-0.0428762,-0.0248928,0.00703907,0.00953293,-0.0245457,-0.000451088,0.0122757,-0.00823593,-0.0178375,-0.0328636,0.0004673,0.00808144,-0.0177135,-0.0640659,0.00806427,-0.0158777,-0.0536451,-0.0326948,-0.000619888,-0.0489321,-0.0290518,-0.0186033,-0.0318842,-0.00419331,-0.0747204,0.0399055,-0.00622272,0.0181637,-0.0224085,-0.044569,0.00205994,-0.0265951,-0.00950146,-0.00593853,-0.0517206,0.00240898,-0.0366774,-0.0226746,-0.0396242,0.0168104,-0.0623569,0.0122681,0.0296907,-0.0415573,-0.053689,0.00182819,0.00352097,-0.05165,-0.0193872,-0.0504932,-0.000380516,-0.0151663,-0.0377369,-0.00946522,-0.0293198,-0.0138388,-0.00990105,0.0232687,-0.0404453,-0.00984859,0.0298243,-0.0267811,-0.000860214,0.00529289,0.00569534,0.0150204,-0.045681,-0.0143461,0.00201607,-0.00749779,0.00374413
0.00289631,-0.0301733,0.0227976,-0.00835133,0.0484858,0.0216045,-0.057456,-0.0192986,-0.0129747,0.0214882,-0.0446672,0.00849152,-0.0557013,0.00700283,0.0228672,0.000208855,-0.0358925,-0.0571814,-0.0493155,0.0133104,0.00136662,-0.0443544,0.0380993,0.0552092,0.0105944,-0.0185051,0.00661182,0.0158758,0.021203,-0.0287943,0.00978279,0.0144148,0.0419016,-0.00518036,-0.0438194,0.002738,0.0146103,-0.0696688,-0.0291233,-0.0255327,-0.0635414,-0.0701838,-0.0728111,-0.0168047,-0.0683146,0.0379553,-0.0324459,-0.068572,-0.0199299,0.0613194,-0.00267696,-2.28882e-05,-0.0469818,-0.00688171,0.0161076,0.0227165,-0.0706921,-0.0470982,-0.0254087,0.00795746,0.013978,-0.0247593,0.00195408,0.0161152,-0.00822639,-0.0207672,-0.0371208,0.00341606,0.00858974,-0.0169382,-0.0714855,0.00808239,-0.0167322,-0.0620174,-0.0341282,0.00265884,-0.0531807,-0.0332823,-0.0203218,-0.0344048,-0.00427341,-0.0838766,0.0491695,-0.00487709,0.0230007,-0.0232363,-0.0490131,0.00315571,-0.0325804,-0.0091362,-0.00559044,-0.0588722,0.00369167,-0.0391178,-0.025774,-0.0450039,0.0208988,-0.070097,0.015048,0.0367813,-0.0475779,-0.057786,0.00375271,0.00499153,-0.0571814,-0.0225573,-0.0556765,0.00346756,-0.0165997,-0.0432587,-0.00901031,-0.0296402,-0.0143013,-0.00864506,0.0285511,-0.0454779,-0.0139093,0.0363626,-0.0273333,0.000182152,0.0077877,0.00917816,0.0176754,-0.0510073,-0.016902,0.00403881,-0.00882435,0.00551701
0.00589848,-0.0324621,0.0265923,-0.00643539,0.0566187,0.0254259,-0.0628977,-0.0194321,-0.014595,0.0247135,-0.0487642,0.0112886,-0.0612326,0.00775146,0.0252724,0.00232887,-0.037406,-0.0634689,-0.0560484,0.0183878,0.0039053,-0.0468655,0.0442371,0.0627718,0.0127411,-0.0194578,0.00981903,0.0196533,0.0267973,-0.0301743,0.0129814,0.0188417,0.0482616,-0.00488567,-0.0470524,0.00404739,0.0177813,-0.0769539,-0.0308771,-0.0285606,-0.0689478,-0.0777369,-0.0828934,-0.0157089,-0.0757074,0.0447693,-0.0369349,-0.0781288,-0.0204191,0.0721245,-0.00165176,0.000805855,-0.0520411,-0.00550938,0.0204191,0.0287743,-0.080142,-0.0512304,-0.0256929,0.00865269,0.0185566,-0.0249195,0.00447559,0.0199461,-0.00802994,-0.0236883,-0.0414667,0.00638294,0.00893784,-0.0160112,-0.0787706,0.00794888,-0.0177298,-0.0705147,-0.035428,0.00614166,-0.0572147,-0.0375128,-0.0220137,-0.0366755,-0.0044775,-0.0927658,0.0584955,-0.00338936,0.0277843,-0.0238419,-0.053297,0.00428772,-0.0386457,-0.00877953,-0.00526905,-0.0659618,0.00485897,-0.0415401,-0.0287132,-0.0503569,0.0249605,-0.077507,0.0178633,0.0438805,-0.0535812,-0.0616512,0.00558853,0.00655079,-0.0625076,-0.0257721,-0.0607262,0.00730705,-0.0182829,-0.0487633,-0.00858212,-0.0299692,-0.0145149,-0.00721073,0.0337448,-0.050456,-0.0182285,0.0429459,-0.0277777,0.00114441,0.010211,0.0128126,0.0201874,-0.0563335,-0.0194578,0.00621223,-0.0103292,0.00708485
0.00875854,-0.0345812,0.0303869,-0.0045023,0.0647068,0.0292206,-0.0682592,-0.0196276,-0.0161886,0.0278311,-0.0527983,0.0140591,-0.0666924,0.00840187,0.0275621,0.00452042,-0.0387678,-0.0698643,-0.0626926,0.0233669,0.0065155,-0.0493498,0.0504637,0.0701561,0.0149326,-0.0204554,0.0132132,0.0235548,0.0323648,-0.0314922,0.0163307,0.0234652,0.0544968,-0.00462723,-0.0501251,0.00530338,0.0208988,-0.0840349,-0.0325956,-0.0317488,-0.0740957,-0.0850668,-0.0931988,-0.0144529,-0.0830107,0.0515032,-0.041441,-0.0877924,-0.0210152,0.0829468,-0.000591278,0.0015192,-0.0571537,-0.00408363,0.0248461,0.0349026,-0.0896006,-0.0553093,-0.0258799,0.00923252,0.0231352,-0.0251064,0.00702381,0.0237408,-0.00780678,-0.0265293,-0.0459023,0.00936699,0.0091877,-0.0150127,-0.0859137,0.00769138,-0.0186291,-0.0789671,-0.0367012,0.00953579,-0.0611067,-0.0417252,-0.0236702,-0.038928,-0.00479794,-0.10145,0.0677862,-0.00174999,0.0327196,-0.0244207,-0.0575008,0.00557041,-0.0447559,-0.00832462,-0.00499249,-0.0729713,0.00598145,-0.0440245,-0.0315189,-0.0556383,0.0289516,-0.0848103,0.0207672,0.0510063,-0.0596113,-0.0653114,0.00729942,0.00804806,-0.0675936,-0.0289516,-0.0657139,0.0111647,-0.0201797,-0.0542679,-0.00818062,-0.0301828,-0.0146656,-0.00571346,0.0388851,-0.0554171,-0.0227079,0.0496531,-0.0279999,0.002285,0.0125456,0.01651,0.0226288,-0.0616331,-0.0220585,0.0084486,-0.0120926,0.00859928
0.0115557,-0.0366201,0.0341911,-0.00246239,0.0727415,0.03298,-0.0736475,-0.0199385,-0.0177555,0.0309315,-0.0569572,0.0166426,-0.072072,0.0090971,0.0297451,0.00680065,-0.0400324,-0.0762415,-0.0693102,0.028471,0.00909901,-0.0518169,0.0568419,0.0773535,0.0170622,-0.0212746,0.0166073,0.027421,0.037879,-0.0326939,0.0197964,0.0282221,0.0606699,-0.00437737,-0.053091,0.00653267,0.0238743,-0.090929,-0.0344658,-0.0348921,-0.0790834,-0.0923615,-0.103575,-0.0132055,-0.0902786,0.0582905,-0.0458136,-0.0974474,-0.0217094,0.0937338,0.000469208,0.00212574,-0.0622482,-0.00255966,0.0292826,0.0410309,-0.0989971,-0.0593262,-0.0259333,0.0096426,0.0277233,-0.0253019,0.0096159,0.0275002,-0.00743198,-0.0293703,-0.0503731,0.0123959,0.00940228,-0.0139341,-0.0930119,0.00732708,-0.0195732,-0.0874996,-0.0379477,0.0129652,-0.0649719,-0.0458755,-0.0253267,-0.0410471,-0.00521564,-0.110063,0.0772018,-3.8147e-06,0.0376015,-0.02491,-0.0615711,0.00690651,-0.0509462,-0.00791454,-0.00473404,-0.0799189,0.00704193,-0.0464821,-0.0342264,-0.0609198,0.0329695,-0.0919714,0.0237341,0.0580616,-0.0656853,-0.0688829,0.00898361,0.00956249,-0.0725279,-0.0321579,-0.0705318,0.0150394,-0.0222282,-0.0597095,-0.00774384,-0.0303602,-0.0146208,-0.00423431,0.0439005,-0.0602446,-0.0273218,0.0563698,-0.0282574,0.00344372,0.0148706,0.0202074,0.0250702,-0.0669231,-0.0245876,0.0107918,-0.0140429,0.00998974
