# optimizing x_k vector 
-0.00490952,-0.00862122,-0.00196457,-0.00425339,-0.0172806,-0.0086937,-0.0136414,-0.000724792,-0.0199738,-0.0121155,-0.0188828,-0.00156403,-0.0197182,-0.0189896,-0.00232697,-0.00291061,-0.00210953,-0.00352859,-0.0062561,-0.0196075,-0.0149536,-0.0062561,-0.0116425,-0.00763702,-7.24792e-05,-0.00498199,0,-0.0188103,-0.0169525,-0.00731277,-0.0141144,-0.00138092,-0.0159721,-0.0160789,-0.00567245,-0.0127678,-0.00432968,-0.0193558,-0.0135345,-0.00385666,-0.0110207,-0.0119324,-0.00545502,-0.0102577,-0.0104408,-0.00782013,-0.0132065,-0.0125885,-0.0113487,-0.0194626,-0.0117149,-0.00585556,-0.00523758,-0.00287247,-0.0135345,-0.00531006,-0.00789261,-0.0135345,-0.00367355,-0.00440216,-0.000396729,-0.0178261,-0.00582123,-0.0163727
-6.86646e-05,-0.0104752,-0.00687408,-0.00887299,-0.0269585,-0.0188446,-0.0189133,-0.00458145,-0.0356522,-0.0195351,-0.0313606,0.00386047,-0.0341606,-0.0322685,-0.00203323,-0.00178146,0.00229645,-0.00545502,-0.0106926,-0.0330658,-0.0197906,-0.00843811,-0.0218277,-0.0114555,0.00174713,-0.00956345,0.00141907,-0.0345993,-0.0283012,-0.0101471,-0.024189,-0.00272369,-0.0302696,-0.0283737,-0.00705338,-0.0185127,-0.0046196,-0.0357285,-0.0264854,-0.00647354,-0.0142555,-0.0205154,-0.00901794,-0.0153503,-0.0181541,-0.0106201,-0.0216103,-0.019207,-0.0219727,-0.030777,-0.0219002,-0.00487137,-0.00971222,-0.00276184,-0.0213203,-0.008255,-0.0121841,-0.0180817,-0.0092392,-0.00803757,-0.001194,-0.0287018,-0.00982285,-0.027832
0.00440979,-0.0106926,-0.012146,-0.0128746,-0.0339432,-0.0274658,-0.0222206,-0.00705338,-0.0482407,-0.0259018,-0.0421638,0.00993729,-0.0464935,-0.0437279,-0.000431061,0.000732422,0.0082283,-0.00603485,-0.0136375,-0.0447807,-0.0220795,-0.0091629,-0.0311394,-0.0153465,0.0043335,-0.0135994,0.00440598,-0.0481682,-0.0374298,-0.0114899,-0.0343399,-0.00424957,-0.0434036,-0.0381584,-0.00708771,-0.0235329,-0.00479889,-0.050972,-0.0379448,-0.00796509,-0.0154915,-0.0285912,-0.010582,-0.0188065,-0.0242653,-0.0119629,-0.0286293,-0.0242996,-0.0297585,-0.0407448,-0.031105,-0.0032692,-0.0128021,-0.00163269,-0.0274658,-0.0110168,-0.0149841,-0.0210991,-0.0138206,-0.00978088,-0.000537872,-0.0378304,-0.0129128,-0.0383072
0.00874329,-0.00967026,-0.0175285,-0.0166931,-0.0395432,-0.0347786,-0.023819,-0.00817871,-0.0589714,-0.0311737,-0.0517311,0.0165977,-0.0568237,-0.0535126,0.00208282,0.00404358,0.0147781,-0.00534058,-0.0157471,-0.0551491,-0.0229149,-0.0091629,-0.0397224,-0.0187302,0.00717163,-0.01651,0.00848389,-0.0602112,-0.045105,-0.0114899,-0.0440178,-0.00574112,-0.0556259,-0.0464172,-0.00639343,-0.0277138,-0.00505066,-0.0649414,-0.04813,-0.008255,-0.0154533,-0.0360489,-0.0104713,-0.0213509,-0.0295753,-0.0119972,-0.0343742,-0.0284081,-0.0358315,-0.0493279,-0.0391808,-0.000720978,-0.0148392,0.000297546,-0.032814,-0.0133781,-0.0164757,-0.0229874,-0.0177498,-0.0100327,0.00113678,-0.0459061,-0.0155678,-0.04813
0.0127831,-0.00788498,-0.0225487,-0.0200768,-0.0439796,-0.0408897,-0.024437,-0.008358,-0.0682831,-0.0355377,-0.0600243,0.0235481,-0.0658073,-0.0623512,0.00481415,0.00782776,0.0218391,-0.00392151,-0.0172005,-0.0642433,-0.0226936,-0.0084343,-0.0475807,-0.021965,0.0103035,-0.0184364,0.0133972,-0.0713425,-0.0516891,-0.0108337,-0.053112,-0.00723267,-0.0670128,-0.0537643,-0.00529861,-0.0315323,-0.00497437,-0.0779648,-0.0570068,-0.00763321,-0.0148697,-0.0428505,-0.00908661,-0.0230942,-0.0342293,-0.0112686,-0.0391006,-0.0320816,-0.0404854,-0.0568581,-0.0464554,0.0025177,-0.0158195,0.00273895,-0.0373955,-0.0152664,-0.0168381,-0.0247307,-0.0209122,-0.00955963,0.00350189,-0.0531464,-0.0174217,-0.0574799
0.0163498,-0.00559235,-0.0273476,-0.0230598,-0.0476532,-0.0463829,-0.0243263,-0.00780869,-0.0766487,-0.0395012,-0.0673714,0.0307159,-0.0738831,-0.0705719,0.00790787,0.0120506,0.0292282,-0.00224686,-0.0185089,-0.0724297,-0.0220718,-0.00716019,-0.0546722,-0.0246925,0.0134354,-0.019455,0.0188217,-0.0819664,-0.0576897,-0.00937653,-0.0618057,-0.00850296,-0.0775604,-0.0604935,-0.00409698,-0.0351677,-0.00450134,-0.0901146,-0.064682,-0.00639343,-0.0135574,-0.0488892,-0.00686646,-0.0243301,-0.0385208,-0.00970078,-0.0432091,-0.0351715,-0.044014,-0.0633698,-0.052784,0.00641251,-0.0163651,0.0053978,-0.0415039,-0.0166092,-0.0163651,-0.026329,-0.0239296,-0.00868607,0.00645065,-0.0595856,-0.0185127,-0.0663185
0.019516,-0.00289917,-0.0320015,-0.0260429,-0.0507088,-0.0512199,-0.0237045,-0.00675201,-0.084362,-0.0425186,-0.0739899,0.0381393,-0.0812302,-0.0781364,0.0112572,0.0163078,0.0367622,-0.000461578,-0.0191612,-0.0798874,-0.0207977,-0.00570297,-0.0612564,-0.0273476,0.0166016,-0.0197792,0.024971,-0.092041,-0.0626717,-0.00726318,-0.0698433,-0.00966644,-0.087635,-0.0666771,-0.00256729,-0.0386581,-0.00420761,-0.101391,-0.0716286,-0.00439072,-0.0119553,-0.0544167,-0.00395203,-0.025238,-0.0423775,-0.0075531,-0.046917,-0.0382271,-0.0470695,-0.0691147,-0.0584221,0.0104904,-0.0164719,0.00867462,-0.045433,-0.0181007,-0.0156364,-0.0278931,-0.026329,-0.00704575,0.00998306,-0.0657692,-0.0189819,-0.0747948
0.0224304,0.00012207,-0.0364761,-0.0287704,-0.0533981,-0.0554008,-0.0227585,-0.00536728,-0.0917091,-0.0451736,-0.0797729,0.0457458,-0.0878868,-0.0854111,0.014679,0.0207138,0.0441856,0.00161362,-0.0196686,-0.0866547,-0.0195961,-0.00402832,-0.0675507,-0.0298195,0.0196609,-0.019413,0.0312691,-0.101898,-0.0673981,-0.00467682,-0.0776291,-0.0110817,-0.0972748,-0.0723877,-0.00125504,-0.0419655,-0.00369644,-0.112087,-0.0777397,-0.00191498,-0.00995255,-0.0594711,-0.000564575,-0.0257454,-0.0457611,-0.00496674,-0.0503349,-0.0409164,-0.0496864,-0.0741692,-0.0633698,0.0150414,-0.0161438,0.0122414,-0.0491066,-0.0192261,-0.0142899,-0.0293846,-0.0284386,-0.00551605,0.013588,-0.0715523,-0.0189056,-0.0828705
0.0250168,0.00325394,-0.0408058,-0.0312805,-0.055542,-0.0590744,-0.0216637,-0.00343704,-0.0984383,-0.0475349,-0.0848999,0.0533524,-0.0939598,-0.0922852,0.0181389,0.0251923,0.0516472,0.00368881,-0.0199928,-0.0929108,-0.018177,-0.00209808,-0.0730057,-0.0321465,0.0224266,-0.0186462,0.0379295,-0.111427,-0.071579,-0.00198364,-0.0849037,-0.0121346,-0.106331,-0.0777702,1.90735e-05,-0.045166,-0.00307465,-0.122345,-0.0833778,0.00110626,-0.00765991,-0.0638351,0.00311279,-0.0261078,-0.0492172,-0.00180054,-0.0534973,-0.043354,-0.0517235,-0.0785332,-0.0679169,0.0199203,-0.0155602,0.0161018,-0.052597,-0.0201683,-0.0126877,-0.0310211,-0.0302544,-0.00376892,0.0174103,-0.0770073,-0.0184326,-0.0906906
0.0271645,0.00656509,-0.045208,-0.0338249,-0.0573578,-0.0624924,-0.0202789,-0.00150681,-0.104805,-0.049572,-0.089447,0.0610695,-0.0996704,-0.0989761,0.0215607,0.0297432,0.0593262,0.00569153,-0.0201721,-0.0986214,-0.0163574,-0.000278473,-0.0783539,-0.0344734,0.025341,-0.0175171,0.0448074,-0.120811,-0.0753975,0.0010376,-0.0920677,-0.0135498,-0.115135,-0.0829697,0.00118637,-0.048584,-0.00220108,-0.132057,-0.0887604,0.00445557,-0.00511169,-0.0679817,0.00726318,-0.0262871,-0.0524521,0.0017662,-0.0564079,-0.0457153,-0.0535049,-0.0822411,-0.072319,0.0248337,-0.014904,0.0201416,-0.0559807,-0.0211487,-0.0109749,-0.0325851,-0.0318184,-0.00194931,0.0213776,-0.0821342,-0.0173378,-0.0982208
